File Name,positive_score,negative_score,polarity_score,subjectivity_score,avg_sentence_length,percentage_complex_words,complex_word_count,word_count,avg_word_length,syllable_per_word,fog_index,pronoun_count
bctech2096.txt,3,0,0.9999996666667778,0.049999999166666684,50.5,30.0,18,60,6.0,2.0833333333333335,20.32,0
bctech2097.txt,3,2,0.199999960000008,0.04545454504132232,18.6,37.27272727272727,41,110,6.527272727272727,2.209090909090909,7.58909090909091,0
bctech2098.txt,5,2,0.4285713673469475,0.041420118098105814,19.384615384615383,31.952662721893493,54,169,6.757396449704142,2.165680473372781,7.881656804733727,0
bctech2099.txt,2,1,0.33333322222225925,0.02654867233142768,16.818181818181817,27.43362831858407,31,113,6.345132743362832,2.1327433628318584,6.837007240547063,0
bctech2100.txt,7,1,0.7499999062500118,0.08602150445138168,74.5,18.27956989247312,17,93,5.946236559139785,1.881720430107527,29.873118279569894,0
bctech2101.txt,1,8,-0.7777776913580343,0.06976744131963224,71.66666666666667,20.155038759689923,26,129,6.147286821705427,1.8837209302325582,28.74728682170543,0
bctech2102.txt,24,2,0.8461538136094686,0.05803571415617028,25.806451612903224,37.276785714285715,167,448,6.667410714285714,2.2299107142857144,10.471687788018434,0
bctech2103.txt,22,1,0.9130434385633287,0.04842105252963989,25.242424242424242,33.68421052631579,160,475,6.610526315789474,2.2021052631578946,10.231706539074962,0
bctech2104.txt,1,0,0.9999990000010001,0.020833332899305567,22.0,37.5,18,48,6.5625,2.1458333333333335,8.950000000000001,0
bctech2105.txt,8,3,0.4545454132231443,0.06748466216267078,20.642857142857142,26.993865030674847,44,163,5.987730061349693,2.03680981595092,8.365118317265557,0
bctech2106.txt,6,3,0.33333329629630043,0.0857142848979592,23.714285714285715,34.285714285714285,36,105,6.438095238095238,2.1333333333333333,9.622857142857143,0
bctech2107.txt,4,5,-0.11111109876543349,0.05421686714327188,26.90909090909091,25.301204819277107,42,166,6.150602409638554,2.0,10.864841182913473,0
bctech2108.txt,3,1,0.49999987500003124,0.02941176448961938,23.444444444444443,34.55882352941176,47,136,6.735294117647059,2.235294117647059,9.516013071895424,0
bctech2109.txt,7,2,0.5555554938271674,0.044554455224977946,26.615384615384617,40.099009900990104,81,202,7.336633663366337,2.48019801980198,10.806549885757809,0
bctech2110.txt,5,0,0.99999980000004,0.03787878759182737,14.285714285714286,26.515151515151516,35,132,6.5,2.234848484848485,5.820346320346321,0
bctech2111.txt,6,3,0.33333329629630043,0.05084745733984487,20.4,25.98870056497175,46,177,6.03954802259887,2.056497175141243,8.263954802259887,0
bctech2112.txt,1,1,0.0,0.030769230295857996,21.8,43.07692307692308,28,65,7.0,2.3692307692307693,8.892307692307693,0
bctech2113.txt,4,2,0.33333327777778704,0.03703703680841335,21.0,32.71604938271605,53,162,6.444444444444445,2.265432098765432,8.530864197530866,0
bctech2114.txt,1,0,0.9999990000010001,0.055555552469135974,23.0,33.33333333333333,6,18,6.555555555555555,2.1666666666666665,9.333333333333334,0
bctech2115.txt,24,3,0.7777777489711944,0.07758620667360286,19.466666666666665,27.586206896551722,96,348,6.324712643678161,2.1005747126436782,7.897011494252872,0
bctech2116.txt,13,0,0.9999999230769291,0.06735751260436522,19.133333333333333,16.580310880829018,32,193,5.601036269430052,1.7979274611398963,7.71965457685665,0
bctech2117.txt,2,2,0.0,0.022598869928819945,17.133333333333333,30.508474576271187,54,177,6.288135593220339,2.1073446327683616,6.975367231638419,0
bctech2118.txt,6,0,0.9999998333333611,0.06896551644867223,21.333333333333332,32.18390804597701,28,87,6.287356321839081,2.1724137931034484,8.662068965517241,0
bctech2119.txt,13,4,0.5294117335640156,0.10429447788776394,15.368421052631579,19.018404907975462,31,163,6.012269938650307,2.049079754601227,6.223442040684533,0
bctech2120.txt,8,3,0.4545454132231443,0.05913978462828073,32.3,26.881720430107524,50,186,6.010752688172043,1.989247311827957,13.027526881720428,0
bctech2121.txt,13,2,0.7333332844444478,0.05395683433828477,29.625,22.66187050359712,63,278,6.093525179856115,1.9424460431654675,11.94064748201439,0
bctech2122.txt,9,2,0.636363578512402,0.07051282006081526,23.5,25.64102564102564,40,156,5.903846153846154,1.9935897435897436,9.502564102564103,1
bctech2123.txt,20,0,0.9999999500000024,0.1020408158059142,40.25,26.02040816326531,51,196,6.11734693877551,2.066326530612245,16.20408163265306,1
bctech2124.txt,1,0,0.9999990000010001,0.02173912996219283,24.333333333333332,26.08695652173913,12,46,6.1521739130434785,2.0217391304347827,9.83768115942029,0
